ID,Question Number,Date,Topic,Tags,Question,Correct Answer,Explanation,Option 1,Option 2,Option 3,Option 4
10736,3249,2025-07-19 01:03:44+00:00,Acute Kidney Injury,"#InternalMedicine, #Nephrology","While monitoring the urine output of a 30/F, you computed it to be 0.2 ml/kg/hr for 8 hours. The patient is at what stage of AKI?",Stage 1,Stage 1 - <0.5 mL/kg/hr for 6-12 hours; Stage 2 - <0.5 mL/kg/hr for >= 12 hours; Stage 3 - <0.3 mL/kg/hr for >= 24 hours or anuric for >= 12 hours (HPIM p. 2296),Stage 1,Stage 2,Stage 3,Stage 4
10738,3250,2025-07-19 01:09:04+00:00,Acute Kidney Injury,"#InternalMedicine, #Nephrology","45/F, known hypertensive and diabetic, came to the ED d/t hypogastric tenderness and no urine output for the past 6 hours. What will you do first?",Do straight catheterization to r/o urethral obstruction,"Hypogastric tenderness suggests bladder distension, which supports post-renal obstruction. Straight catheterization is both a diagnostic and therapeutic maneuver.",Do stat CT scan of the abdomen to r/o obstruction,"Request for BUN, creatinine, CBC, and urinalysis to r/o infection",Administer HNBB and apply warm compress on the hypogastric area,Do straight catheterization to r/o urethral obstruction
10740,3251,2025-07-19 02:09:12+00:00,Amino Acids & Neurotransmitters,"#Biochemistry, #Neurology",Tetanospasmin (from C. tetani) prevents the release of which amino acid from Renshaw cells?,A. glycine,Glycine: major inhibitory neurotransmitter in spinal cord. Tetanospasmin prevents release of glycine from Renshaw cells → thus muscle will continuously contract (spastic paralysis).,A. glycine,B. alanine,C. leucine,D. isoleucine
10742,3252,2025-07-19 02:11:47+00:00,Amino Acids & Proteins,#Biochemistry,Tryptophan is a precursor to which of the following derivatives?,D. All of the above,"Tryptophan is a precursor to Melatonin, Serotonin, Niacin. (think: “ TRYp Mo Siya, ‘No?”)",A. Melatonin,B. Serotonin,C. Niacin,D. All of the above
10744,3253,2025-07-19 02:13:14+00:00,Amino Acids & Proteins,#Biochemistry,Which of the following is MISMATCHED to its corresponding precursor?,C. Carnitine: Leucine,"LYSINE is the precursor of Carnitine. Arginine is the precursor of creatinine, citrulline, urea, and NO. Histidine is precursor of histamine.",A. Histamine: Histidine,B. Creatinine: Arginine,C. Carnitine: Leucine,D. Urea: Arginine
10746,3254,2025-07-19 02:14:31+00:00,Protein Denaturation,#Biochemistry,"Denaturation leads to disorganization & unfolding of protein’s structures, EXCEPT:",A. Primary structure,Denaturation does not affect the primary structure of proteins. It is not accompanied by hydrolysis of peptide bonds.,A. Primary structure,B. Secondary structure,C. Tertiary structure,D. None of the above.
10748,3255,2025-07-19 02:15:47+00:00,Hemoglobin,#Biochemistry,"Which of the following has weaker binding for 2,3-BPG?",A. Hemoglobin F,"Infants: 2,3-BPG binds weaker to HbF (than to HbA) → thus HbF has higher affinity for O2 than HbA.",A. Hemoglobin F,B. Hemoglobin A,"C. HbF & HbA have equal binding for 2,3-BPG.",
10750,3256,2025-07-19 02:20:19+00:00,Glycated Hemoglobin,"#Biochemistry, #Endocrinology",HbA1c (Glycated hemoglobin) allows determining of glycemic control of diabetes mellitus patients over up to the past how many months?,A. 3 months,HbA1c allows to determine glycemic control of DM patients over the past 3 months.,A. 3 months,B. 4 months,C. 5 months,D. 6 months
10758,,2025-07-22 05:10:16+00:00,,,"All are downregulated acute phase reactants, EXCEPT:",Hepcidin,Prealbumin=Transthyretin; HEPCIDIN is UPregulated which also anemia of chronic disease d/t ⬇️ iron absorption & release,Albumin,Prealbumin,Transferrin,Transthyretin
10763,3258,2025-07-23 05:04:06+00:00,Chronic Kidney Disease,"#InternalMedicine, #Nephrology","40/M, known 15-year hypertensive, consults for interpretation of KUB UTZ, which showed: R kidney 9.5 cm and L kidney 8.0 cm. Which of the following can explain the sonographic findings?",Renal Artery Stenosis,"A discrepancy >1 cm
in length suggests either a unilateral developmental abnormality
or a disease process or renovascular disease with arterial insufficiency affecting one kidney more (HPIM p. 2318)",Hypertensive Nephrosclerosis,Chronic Glomerulonephritis,Renal Artery Stenosis,Renal Amyloidosis
10765,3259,2025-07-23 05:07:38+00:00,Chronic Kidney Disease,"#InternalMedicine, #Nephrology",All are causes of anemia in CKD EXCEPT?,Vitamin B6 deficiency,Should be Vitamin B9/B12 deficiency. See Table 311-5 HPIM p. 2316,Bleeding diathesis,Hyperparathyroidism,Hyperthyroidism,Vitamin B6 deficiency
10786,3260,2025-07-31 04:02:44+00:00,Gout,"#InternalMedicine, #Pharmacology, #Rheumatology",Which of the following medications can be used to treat acute attacks of gout and also has a prophylactic value?,Colchicine,"Binds and stabilizes tubulin to inhibit microtubule polymerization, impairing neutrophil chemotaxis and degranulation.Acute and prophylactic value.",Allopurinol,Febuxostat,Colchicine,Probenecid
10802,3261,2025-08-04 12:59:57+00:00,Hip,"#Orthopedics, #MSK",1 month old female with positive Ortolani and Barlow maneuver. You think this is a case of developmental dysplasia of the hip. What is the imaging modality to use at this point to confirm diagnosis?,Ultrasound,Ultrasound - primary imaging modality from birth to 4 months. Radiograph at 4-6 mo after the femoral head begins to ossify.,CT-scan,MRI,Ultrasound,X-ray
10804,3262,2025-08-05 07:57:45+00:00,Triage,"#EmergencyMedicine, #ClinicalSkills","Case: A 10-car pileup on a highway results in multiple casualties being brought to the emergency department. A 25-year-old woman is found at the scene conscious and alert, with an open right femur fracture and a capillary refill of 2 seconds. Her respiratory rate is 24 breaths/min and her pulse is 110/min. She is moaning in pain but answers questions appropriately.

According to the START (Simple Triage and Rapid Treatment) system used in mass casualty incidents, how should this patient be triaged?",Immediate (Red),"Under the START triage system, patients with serious injuries like an open long bone fracture who are alert and have normal respirations and perfusion are classified as Immediate (Red).",Immediate (Red),Delayed (Yellow),Minimal (Green),Expectant (Black)
10806,3263,2025-08-05 08:00:08+00:00,Triage,"#EmergencyMedicine, #ClinicalSkills","Case: A 68-year-old man arrives at the emergency department complaining of chest pressure radiating to his left arm that started 30 minutes ago. He appears pale and diaphoretic. His blood pressure is 90/60 mmHg, heart rate is 110/min, and respiratory rate is 22/min. An ECG is ordered.

According to standard emergency department triage protocols, how should this patient be prioritized?",Level 2 – Emergent,"He has signs of possible myocardial infarction with hypotension. He’s stable but high-risk, needing prompt evaluation—fitting Level 2 – Emergent in the Emergency Severity Index (ESI) system.",Level 1 – Resuscitation,Level 2 – Emergent,Level 3 – Urgent,Level 4 – Less Urgent
10808,3264,2025-08-05 08:08:22+00:00,Study Designs on Harm,"#PreventiveMedicine, #Epidemiology","Case: A retrospective cohort study evaluates the association between Drug X and gastrointestinal (GI) bleeding in elderly patients. Among 10,000 patients prescribed Drug X, 300 developed GI bleeding. In a matched group of 10,000 patients not prescribed Drug X, 100 developed GI bleeding over the same period.

What is the Number Needed to Harm (NNH) for Drug X in this study?",50,"NNH = 1 / Absolute Risk Increase (ARI)

NNH = 1 / 0.02 = 50",20,33,50,100
10810,3265,2025-08-05 08:10:39+00:00,Critical Appraisal of a Meta-analysis,"#PreventiveMedicine, #Epidemiology","Case: A meta-analysis evaluates the effect of corticosteroids on 28-day mortality in patients with septic shock. It includes 12 randomized controlled trials (RCTs) with a total of 8,000 patients. The pooled risk ratio (RR) for mortality is 0.90 (95% CI: 0.81–0.99, p = 0.04). The I² statistic is 68%.

Which of the following is the most appropriate interpretation of these results?",The high I² suggests substantial heterogeneity that limits confidence in the pooled estimate,"An I² of 68% means there’s significant variability between studies, which weakens confidence in the pooled result—even if it’s statistically significant.",Corticosteroids reduce mortality with no evidence of heterogeneity among the studies,The pooled estimate is not statistically significant,The high I² suggests substantial heterogeneity that limits confidence in the pooled estimate,The meta-analysis is invalid because not all included studies had the same sample size
10813,3266,2025-08-07 12:58:53+00:00,Fracture,"#Orthopedics, #MSK","Which of the following fracture is due to the distal fragment of the radius being displaced backwards, creating the ""dinner fork"" appearance?",Colles,"The name comes from the characteristic ""dinner fork"" deformity it creates, where the wrist appears angled backwards, resembling a dinner fork turned upside down.",Colles,Galeazzi,Monteggia,Smith
10815,3267,2025-08-08 01:38:39+00:00,Regulation of Metabolism,#Biochemistry,"Case: A 24-year-old male medical student is fasting for 24 hours during an exam week.

Which of the following hormones is most responsible for maintaining his blood glucose levels during this period by promoting gluconeogenesis and lipolysis?",Glucagon,Glucagon is the primary hormone responsible for maintaining blood glucose during fasting by stimulating gluconeogenesis and glycogenolysis in the liver.,Insulin,Glucagon,Epinephrine,Growth hormone
10817,3268,2025-08-08 01:40:21+00:00,Metabolic Regulation of Glucose,#Biochemistry,"Case: A 35-year-old woman consumes a high-carbohydrate meal. Shortly afterward, her pancreatic β-cells release insulin into the bloodstream.

Which of the following best describes one of the major metabolic effects of insulin in this postprandial state?",Stimulation of glucose uptake in skeletal muscle via GLUT4,Insulin promotes glucose uptake in skeletal muscle and adipose tissue by stimulating the translocation of GLUT4 transporters to the cell membrane.,Activation of hormone-sensitive lipase in adipose tissue,Inhibition of acetyl-CoA carboxylase in the liver,Stimulation of glucose uptake in skeletal muscle via GLUT4,Activation of glycogen phosphorylase in the liver
10824,3269,2025-08-08 01:44:12+00:00,"Cellular Adaptations to Special Environments, Physical, and Chemical Hazards","#Biochemistry, #Pathology","Case: A 62-year-old man with a 40-pack-year smoking history presents with a chronic cough and undergoes a bronchoscopy with biopsy. Histopathological analysis of the bronchial epithelium reveals replacement of pseudostratified columnar ciliated epithelial cells with stratified squamous epithelium.

Which of the following best explains this cellular adaptation?",Reversible response to chronic irritation resulting in altered differentiation,This is a classic example of squamous metaplasia in the bronchial epithelium due to chronic exposure to cigarette smoke.,Genetic mutation leading to permanent transformation of the epithelium,Reversible response to chronic irritation resulting in altered differentiation,Uncontrolled proliferation due to dysregulated cell cycle checkpoints,Irreversible dedifferentiation leading to loss of tissue architecture
10826,3270,2025-08-08 01:47:11+00:00,Concepts in Regulation - Body Temperature,#Biochemistry,"Case: A 29-year-old marathon runner collapses during a race on a hot, humid day. He is found to have a core body temperature of 40.2°C, tachycardia, and hypotension.

Which of the following physiological mechanisms is primarily responsible for heat dissipation under these environmental conditions?",Evaporation of sweat from the skin surface,Sweating with evaporation is the main heat loss mechanism when ambient temperature is high. Other mechanisms are less effective or increase heat production.,Cutaneous vasoconstriction,Increased respiratory rate for evaporative cooling,Sympathetic stimulation of brown adipose tissue,Increased thyroid hormone-mediated thermogenesis
10828,3271,2025-08-08 01:50:43+00:00,Transport Processes Across the Cell Membrane,#Biochemistry,"Case: A researcher is studying glucose uptake in skeletal muscle cells and observes that the rate of uptake increases with insulin stimulation. This process requires a membrane protein but does not involve ATP hydrolysis.

Which of the following best describes this type of transport?",Facilitated diffusion,"Glucose enters muscle cells via GLUT4, an insulin-sensitive transporter that uses facilitated diffusion—a passive, carrier-mediated process without ATP.",Primary active transport,Secondary active transport,Endocytosis,Facilitated diffusion
